"fb_first_pos";"tr_first_pos";"fb_first_neg";"tr_first_neg";"fb_last_pos";"tr_last_pos";"fb_last_neg";"tr_last_neg"
"1";91.6366951094141;89.4443515730703;90.0150555619039;89.5469705698298;94.9916990563267;91.4521727901481;93.3449217863066;90.0888050081902
"2";99.8863067595761;98.0188745497283;97.2407104418176;95.3792705334976;108.421029318788;107.112803470602;105.580766701705;107.461611124894
"3";121.65506058851;123.833687709673;119.828546205618;120.705842034347;114.444352168456;115.449543675594;114.021170512777;114.3697088011
"4";95.5989197170744;94.4765246357762;94.9892219671474;94.8924519302408;98.1109864390038;97.2691876488808;96.848808232542;97.4913895696987
"5";103.247495577431;104.13605760068;100.424689091473;101.664490349466;104.094028335436;102.574875792689;100.785974964864;98.4483356938574
"6";75.9649599648072;76.2610737008813;76.4780884237337;78.3902949545547;90.8601709250233;91.6250005752009;88.6576522492328;89.1087590364282
"7";94.4407815504895;NA;91.0960546996478;NA;107.676664839818;NA;104.826882828878;NA
"8";105.670292787722;105.67586260786;104.807668731621;104.995025590216;110.63563237478;114.256033912008;110.190986012331;110.725372604242
"9";86.8111969432258;88.6634272696352;85.240769072925;85.8616925169313;87.4458339684916;87.2224656194621;85.3470030263494;85.646451698579
"10";115.009947351682;113.954443166679;111.420458114622;110.877117519217;113.698124420642;112.489746661205;112.51909509906;110.370953508622
"11";95.3100114565723;93.5309678265192;92.7525665551695;92.6142954022945;105.539793406448;105.263972758939;104.816102127421;104.568048512083
"12";97.616567405272;98.8614589384358;96.981650949507;98.6524496495187;101.409977993202;101.876866012274;100.747827030583;101.214940470335
"13";107.153476283863;106.973272104956;104.552342991811;105.848637350005;107.255100926842;108.818007836765;101.368233152616;104.709442537833
"14";105.119717141175;105.927130278346;106.670989351953;105.464519084031;91.8211639579029;90.7359371407053;91.3596399169635;90.8611647337123
