"first_pos";"last_pos";"first_neg";"last_neg"
"1";0.646233110809738;0.691957884726821;0.632587157003132;0.303853722824252
"2";1.06667102890346;1.29951761138597;0.90979925562735;0.5028252863906
"3";0.163373703433203;0.282046955223948;0.164880590604704;0.174998863980157
"4";0.185128697699159;0.389040675998682;0.220051712319959;0.118961703286331
"5";0.119581470335653;0.17433223450346;0.144260178554698;0.180072594880442
"6";0.146167633254588;0.357901759113462;0.168487273124675;0.17467952566498
"7";0.34872754700572;0.345081658344562;0.350300518102784;0.376266782066049
"8";0.199101399570518;0.274553584869424;0.195550864640195;0.123273016726018
"9";0.233700437625629;0.292211171129982;0.33605453477946;0.143612483676798
"10";0.350473147676533;0.637289174303766;0.394756033284267;0.351577819231016
"11";0.299871200003216;0.455657137202431;0.341704303559277;0.389616935080243
"12";0.302735998547176;0.262333350629099;0.308079291820064;0.198268114235117
"13";0.0536094790355336;0.0828481769187711;0.062621369256107;0.033201337824058
"14";0.283480453303685;0.627459599795751;0.235549190646088;0.368039095223244
