"fb_first";"tr_first";"fb_last";"tr_last"
"1";1.61760651629075;0.0499999999999972;0.669354838709651;1.5060483870968
"2";2.07236842105264;2.0289473684211;1.44003616231434;0.323262288786509
"3";0.974999999999994;1.1;0.28125;0.383064516128997
"4";0.0802631578947341;-1.08120300751881;1.15625;-0.625
"5";2.2065789473684;2.1868421052632;2.56109991039423;3.03125
"6";-0.671052631579002;-0.182748538010998;0.571371927803355;0.313823891625603
"7";2.38435672514625;0.54297493734343;2.08425797182056;0.399086580086532
"8";0.76315789473685;1.0289473684211;-0.267518939393952;1.2076612903226
"9";1.63552631578946;2.44999999999999;1.72681451612905;1.7852822580645
"10";2.09555137844612;1.95;0.449262934646057;0.555952380952391
"11";0.73489974937344;0.449999999999989;0.928139400921651;0.979985337243406
"12";0.569736842105257;0.701127819548901;0.31155303030306;-0.457661290322605
"13";1.89999999999999;1.20814536340851;4.671875;2.8125
"14";-0.723976608187144;1.08289473684211;0.724090755601452;0.162903225806403
