"first_pos";"last_pos";"first_neg";"last_neg"
"1";90.9059139306329;93.8118569676005;89.8590272312126;92.2595495269345
"2";99.2638293562935;107.984954036059;96.6202304723776;106.207714842768
"3";122.381269628898;114.779416004169;120.120978148528;114.137349942218
"4";95.2247880233083;97.8303868422961;94.9569652881786;97.0630020115942
"5";103.543682918514;103.58764415452;100.83795617747;100.006761874529
"6";76.0636645434986;91.1151141417492;77.115490600674;88.8080211782979
"7";NA;NA;NA;NA
"8";105.672149394435;111.84243288719;104.870121017819;110.369114876301
"9";87.4286070520289;87.3713778521484;85.4477435542604;85.4468192504259
"10";114.658112623348;113.295331834163;111.23934458282;111.803047902247
"11";94.7169969132213;105.447853190612;92.7064761708778;104.733417588975
"12";98.0315312496599;101.565607332893;97.5385838495109;100.9035315105
"13";107.093408224228;107.776069896816;104.984441111209;102.481969614355
"14";105.388854853565;91.4594216855037;106.268832595979;91.1934815225464
