,SUBJECTINDEX,age,answer,catch,category,dataset_nr,end,filenumber,fix,on_image,patchpos,start,trial,valid,mean_x,mean_y
66633,38.0,1.0,0.0,1.0,8.0,0.0,836.0,16.0,2.0,1.0,664.0,620.0,45.0,1.0,1054.1768,654.7628
66634,38.0,1.0,0.0,1.0,8.0,0.0,1094.0,16.0,3.0,1.0,564.0,892.0,45.0,1.0,773.6801,358.16705
66635,38.0,1.0,0.0,1.0,8.0,0.0,1446.0,16.0,4.0,1.0,664.0,1144.0,45.0,1.0,394.4648,397.21747
66636,38.0,1.0,0.0,1.0,8.0,0.0,1774.0,16.0,5.0,1.0,564.0,1498.0,45.0,1.0,865.50977,336.7026
66637,38.0,1.0,0.0,1.0,8.0,0.0,2196.0,16.0,6.0,1.0,664.0,2058.0,45.0,1.0,934.3087,539.2189
66638,38.0,1.0,0.0,1.0,8.0,0.0,2398.0,16.0,7.0,1.0,564.0,2242.0,45.0,1.0,1232.618,653.8583
66639,38.0,1.0,0.0,1.0,8.0,0.0,2790.0,16.0,8.0,1.0,664.0,2458.0,45.0,1.0,867.7165,368.17636
66640,38.0,1.0,0.0,1.0,8.0,0.0,2968.0,16.0,9.0,1.0,549.0,2810.0,45.0,1.0,912.5737,363.64114
66641,38.0,1.0,0.0,1.0,8.0,0.0,3152.0,16.0,10.0,1.0,343.0,3022.0,45.0,1.0,380.9387,524.5444
66642,38.0,1.0,0.0,1.0,8.0,0.0,3562.0,16.0,11.0,1.0,549.0,3182.0,45.0,1.0,267.54303,570.3289
66643,38.0,1.0,0.0,1.0,8.0,0.0,3882.0,16.0,12.0,1.0,343.0,3630.0,45.0,1.0,1137.89,642.3864
66644,38.0,1.0,0.0,1.0,8.0,0.0,4008.0,16.0,13.0,1.0,549.0,3906.0,45.0,1.0,1214.9683,650.0333
66645,38.0,1.0,0.0,1.0,8.0,0.0,4252.0,16.0,14.0,1.0,343.0,4048.0,45.0,1.0,1039.4058,885.2972
66646,38.0,1.0,0.0,1.0,8.0,0.0,4812.0,16.0,15.0,0.0,549.0,4278.0,45.0,0.0,1031.0593,962.4827
66647,38.0,1.0,0.0,1.0,8.0,0.0,5068.0,16.0,16.0,1.0,343.0,4854.0,45.0,1.0,1227.6217,789.9041
66648,38.0,1.0,1.0,0.0,8.0,0.0,666.0,57.0,1.0,1.0,549.0,260.0,46.0,1.0,858.51355,297.52927
66649,38.0,1.0,1.0,0.0,8.0,0.0,1030.0,57.0,2.0,1.0,343.0,708.0,46.0,1.0,763.5474,591.18506
66650,38.0,1.0,1.0,0.0,8.0,0.0,1226.0,57.0,3.0,1.0,549.0,1062.0,46.0,1.0,867.2177,563.59326
66651,38.0,1.0,1.0,0.0,8.0,0.0,1458.0,57.0,4.0,1.0,343.0,1260.0,46.0,1.0,971.89496,729.94257
66652,38.0,1.0,1.0,0.0,8.0,0.0,1660.0,57.0,5.0,1.0,549.0,1498.0,46.0,1.0,1195.3468,753.2841
66653,38.0,1.0,1.0,0.0,8.0,0.0,2304.0,57.0,6.0,1.0,343.0,1694.0,46.0,1.0,1207.6549,609.9033
66654,38.0,1.0,1.0,0.0,8.0,0.0,2638.0,57.0,7.0,1.0,549.0,2492.0,46.0,1.0,1134.1272,219.73918
66655,38.0,1.0,1.0,0.0,8.0,0.0,2878.0,57.0,8.0,1.0,343.0,2684.0,46.0,1.0,836.8527,119.6829
66656,38.0,1.0,1.0,0.0,8.0,0.0,3538.0,57.0,9.0,1.0,549.0,2924.0,46.0,1.0,557.1482,154.74156
66657,38.0,1.0,1.0,0.0,8.0,0.0,3780.0,57.0,10.0,1.0,343.0,3604.0,46.0,1.0,1191.4077,543.1546
66658,38.0,1.0,1.0,0.0,8.0,0.0,3974.0,57.0,11.0,1.0,549.0,3830.0,46.0,1.0,892.5016,469.77954
66659,38.0,1.0,1.0,0.0,8.0,0.0,4172.0,57.0,12.0,1.0,343.0,4020.0,46.0,1.0,570.5888,393.22723
66660,38.0,1.0,1.0,0.0,8.0,0.0,4332.0,57.0,13.0,1.0,549.0,4208.0,46.0,1.0,511.32718,287.13626
66661,38.0,1.0,1.0,0.0,8.0,0.0,4926.0,57.0,14.0,1.0,343.0,4384.0,46.0,1.0,833.16534,156.93887
66674,38.0,1.0,0.0,1.0,8.0,0.0,1074.0,12.0,1.0,1.0,843.0,276.0,48.0,1.0,902.7298,303.8155
66675,38.0,1.0,0.0,1.0,8.0,0.0,1650.0,12.0,2.0,1.0,595.0,1278.0,48.0,1.0,702.44965,417.87607
66676,38.0,1.0,0.0,1.0,8.0,0.0,1966.0,12.0,3.0,1.0,843.0,1690.0,48.0,1.0,934.6472,298.49942
66677,38.0,1.0,0.0,1.0,8.0,0.0,2398.0,12.0,4.0,1.0,595.0,2190.0,48.0,1.0,876.25665,261.71246
66678,38.0,1.0,0.0,1.0,8.0,0.0,2714.0,12.0,5.0,1.0,843.0,2442.0,48.0,1.0,541.26154,512.86743
66679,38.0,1.0,0.0,1.0,8.0,0.0,3178.0,12.0,6.0,1.0,595.0,2762.0,48.0,1.0,924.50226,359.74252
66680,38.0,1.0,0.0,1.0,8.0,0.0,3560.0,12.0,7.0,1.0,843.0,3224.0,48.0,1.0,734.6107,690.1901
66681,38.0,1.0,0.0,1.0,8.0,0.0,3824.0,12.0,8.0,1.0,595.0,3624.0,48.0,1.0,288.4808,741.3947
66682,38.0,1.0,0.0,1.0,8.0,0.0,4306.0,12.0,9.0,1.0,843.0,3888.0,48.0,1.0,867.0483,337.74564
66683,38.0,1.0,0.0,1.0,8.0,0.0,4824.0,12.0,10.0,1.0,595.0,4516.0,48.0,1.0,803.6234,364.2242
66684,38.0,1.0,0.0,1.0,8.0,0.0,5008.0,12.0,11.0,1.0,843.0,4844.0,48.0,1.0,800.1877,325.50806
66730,38.0,1.0,0.0,1.0,8.0,0.0,634.0,4.0,1.0,1.0,593.0,438.0,54.0,1.0,673.303,463.15002
66731,38.0,1.0,0.0,1.0,8.0,0.0,1230.0,4.0,2.0,1.0,229.0,826.0,54.0,1.0,709.63477,529.43976
66732,38.0,1.0,0.0,1.0,8.0,0.0,1416.0,4.0,3.0,1.0,593.0,1274.0,54.0,1.0,415.43805,454.7042
66733,38.0,1.0,0.0,1.0,8.0,0.0,1852.0,4.0,4.0,1.0,229.0,1616.0,54.0,1.0,553.8302,859.988
66734,38.0,1.0,0.0,1.0,8.0,0.0,2178.0,4.0,5.0,1.0,593.0,1906.0,54.0,1.0,896.4559,593.0943
66735,38.0,1.0,0.0,1.0,8.0,0.0,2814.0,4.0,6.0,1.0,229.0,2402.0,54.0,1.0,774.3001,396.76813
66736,38.0,1.0,0.0,1.0,8.0,0.0,3454.0,4.0,7.0,1.0,593.0,2994.0,54.0,1.0,736.8197,488.39264
66737,38.0,1.0,0.0,1.0,8.0,0.0,3794.0,4.0,8.0,1.0,229.0,3622.0,54.0,1.0,655.95026,433.77133
66738,38.0,1.0,0.0,1.0,8.0,0.0,4266.0,4.0,9.0,1.0,593.0,3956.0,54.0,1.0,685.6716,572.3048
66739,38.0,1.0,0.0,1.0,8.0,0.0,4600.0,4.0,10.0,1.0,229.0,4302.0,54.0,1.0,625.0614,761.70917
66740,38.0,1.0,0.0,1.0,8.0,0.0,5084.0,4.0,11.0,1.0,593.0,4798.0,54.0,1.0,836.9686,423.84045
66814,38.0,1.0,1.0,0.0,8.0,0.0,344.0,55.0,1.0,1.0,877.0,118.0,62.0,1.0,647.24396,459.11526
66815,38.0,1.0,1.0,0.0,8.0,0.0,532.0,55.0,2.0,1.0,221.0,394.0,62.0,1.0,1066.0328,480.13937
66816,38.0,1.0,1.0,0.0,8.0,0.0,764.0,55.0,3.0,1.0,877.0,598.0,62.0,1.0,330.0017,427.18488
66817,38.0,1.0,1.0,0.0,8.0,0.0,924.0,55.0,4.0,1.0,221.0,802.0,62.0,1.0,160.28871,542.48596
66818,38.0,1.0,1.0,0.0,8.0,0.0,1224.0,55.0,5.0,1.0,877.0,970.0,62.0,1.0,330.5294,286.5554
66819,38.0,1.0,1.0,0.0,8.0,0.0,1356.0,55.0,6.0,1.0,221.0,1246.0,62.0,1.0,248.73521,281.57745
66820,38.0,1.0,1.0,0.0,8.0,0.0,1710.0,55.0,7.0,1.0,189.0,1420.0,62.0,1.0,1092.9955,230.08684
66821,38.0,1.0,1.0,0.0,8.0,0.0,2058.0,55.0,8.0,1.0,707.0,1872.0,62.0,1.0,707.81995,442.34756
66822,38.0,1.0,1.0,0.0,8.0,0.0,2444.0,55.0,9.0,1.0,189.0,2108.0,62.0,1.0,270.52493,599.19226
66823,38.0,1.0,1.0,0.0,8.0,0.0,2618.0,55.0,10.0,1.0,707.0,2482.0,62.0,1.0,401.71854,689.9812
66824,38.0,1.0,1.0,0.0,8.0,0.0,2832.0,55.0,11.0,1.0,189.0,2654.0,62.0,1.0,212.31078,571.77747
66825,38.0,1.0,1.0,0.0,8.0,0.0,3094.0,55.0,12.0,1.0,707.0,2852.0,62.0,1.0,249.08252,538.92487
66826,38.0,1.0,1.0,0.0,8.0,0.0,3376.0,55.0,13.0,1.0,189.0,3130.0,62.0,1.0,447.57315,574.1814
66827,38.0,1.0,1.0,0.0,8.0,0.0,3680.0,55.0,14.0,1.0,707.0,3436.0,62.0,1.0,979.1981,408.23196
66828,38.0,1.0,1.0,0.0,8.0,0.0,4220.0,55.0,15.0,1.0,189.0,3886.0,62.0,1.0,682.79803,505.75955
66829,38.0,1.0,1.0,0.0,8.0,0.0,4490.0,55.0,16.0,1.0,707.0,4270.0,62.0,1.0,968.6698,620.4477
66830,38.0,1.0,1.0,0.0,8.0,0.0,4724.0,55.0,17.0,1.0,189.0,4538.0,62.0,1.0,622.873,618.98486
66831,38.0,1.0,1.0,0.0,8.0,0.0,4970.0,55.0,18.0,1.0,707.0,4778.0,62.0,1.0,354.7548,354.91226
66832,38.0,1.0,1.0,0.0,8.0,0.0,5294.0,55.0,19.0,1.0,189.0,4990.0,62.0,1.0,376.08307,309.31778
66899,38.0,1.0,1.0,1.0,8.0,0.0,944.0,14.0,1.0,1.0,614.0,206.0,69.0,1.0,714.00385,221.57744
66900,38.0,1.0,1.0,1.0,8.0,0.0,1270.0,14.0,2.0,1.0,592.0,994.0,69.0,1.0,329.47528,295.9159
66901,38.0,1.0,1.0,1.0,8.0,0.0,1774.0,14.0,3.0,1.0,614.0,1326.0,69.0,1.0,882.28796,256.55707
66902,38.0,1.0,1.0,1.0,8.0,0.0,2242.0,14.0,4.0,1.0,592.0,1978.0,69.0,1.0,266.9809,423.08167
66903,38.0,1.0,1.0,1.0,8.0,0.0,2470.0,14.0,5.0,1.0,614.0,2284.0,69.0,1.0,508.21936,316.47433
66904,38.0,1.0,1.0,1.0,8.0,0.0,2888.0,14.0,6.0,1.0,592.0,2520.0,69.0,1.0,92.25334,570.1064
66905,38.0,1.0,1.0,1.0,8.0,0.0,3078.0,14.0,7.0,1.0,614.0,2922.0,69.0,1.0,80.22345,770.37714
66906,38.0,1.0,1.0,1.0,8.0,0.0,3362.0,14.0,8.0,1.0,1157.0,3150.0,69.0,1.0,715.05963,242.46078
66907,38.0,1.0,1.0,1.0,8.0,0.0,4402.0,14.0,9.0,1.0,313.0,3522.0,69.0,1.0,758.6879,227.89082
66908,38.0,1.0,1.0,1.0,8.0,0.0,4952.0,14.0,10.0,1.0,1157.0,4610.0,69.0,1.0,732.75244,302.13013
66909,38.0,1.0,1.0,1.0,8.0,0.0,5292.0,14.0,11.0,1.0,313.0,4998.0,69.0,1.0,372.8582,307.66
66919,38.0,1.0,1.0,0.0,8.0,0.0,738.0,21.0,1.0,1.0,313.0,462.0,71.0,1.0,665.8939,484.8548
66920,38.0,1.0,1.0,0.0,8.0,0.0,982.0,21.0,2.0,1.0,1157.0,772.0,71.0,1.0,744.9699,350.9413
66921,38.0,1.0,1.0,0.0,8.0,0.0,1192.0,21.0,3.0,1.0,313.0,1034.0,71.0,1.0,1180.9177,560.04584
66922,38.0,1.0,1.0,0.0,8.0,0.0,1558.0,21.0,4.0,1.0,1157.0,1210.0,71.0,1.0,1203.038,597.2334
66923,38.0,1.0,1.0,0.0,8.0,0.0,1826.0,21.0,5.0,1.0,313.0,1622.0,71.0,1.0,479.935,405.46826
66924,38.0,1.0,1.0,0.0,8.0,0.0,2202.0,21.0,6.0,1.0,1157.0,1890.0,71.0,1.0,1018.37695,239.21223
66925,38.0,1.0,1.0,0.0,8.0,0.0,2598.0,21.0,7.0,1.0,313.0,2234.0,71.0,1.0,843.6963,279.1773
66926,38.0,1.0,1.0,0.0,8.0,0.0,2854.0,21.0,8.0,1.0,1157.0,2636.0,71.0,1.0,593.28973,386.4111
66927,38.0,1.0,1.0,0.0,8.0,0.0,3160.0,21.0,9.0,1.0,313.0,2882.0,71.0,1.0,620.5153,272.9271
66928,38.0,1.0,1.0,0.0,8.0,0.0,3436.0,21.0,10.0,1.0,1157.0,3208.0,71.0,1.0,368.70114,266.15765
66929,38.0,1.0,1.0,0.0,8.0,0.0,3624.0,21.0,11.0,1.0,313.0,3474.0,71.0,1.0,543.0482,199.87314
66930,38.0,1.0,1.0,0.0,8.0,0.0,3914.0,21.0,12.0,1.0,1157.0,3662.0,71.0,1.0,683.99506,54.31824
66931,38.0,1.0,1.0,0.0,8.0,0.0,4170.0,21.0,13.0,1.0,313.0,3964.0,71.0,1.0,1099.7816,83.69507
66932,38.0,1.0,1.0,0.0,8.0,0.0,4610.0,21.0,14.0,1.0,1157.0,4218.0,71.0,1.0,847.91974,287.41022
66933,38.0,1.0,1.0,0.0,8.0,0.0,4942.0,21.0,15.0,1.0,313.0,4660.0,71.0,1.0,385.58356,383.64575
66934,38.0,1.0,1.0,0.0,8.0,0.0,5270.0,21.0,16.0,1.0,1157.0,4992.0,71.0,1.0,757.45874,356.3263
67081,38.0,1.0,1.0,0.0,8.0,0.0,852.0,6.0,1.0,1.0,172.0,508.0,86.0,1.0,1203.2096,649.1401
67082,38.0,1.0,1.0,0.0,8.0,0.0,1614.0,6.0,2.0,1.0,759.0,1044.0,86.0,1.0,518.68616,273.17017
67083,38.0,1.0,1.0,0.0,8.0,0.0,2074.0,6.0,3.0,1.0,172.0,1658.0,86.0,1.0,771.54376,247.11623
67084,38.0,1.0,1.0,0.0,8.0,0.0,2336.0,6.0,4.0,1.0,759.0,2118.0,86.0,1.0,676.9023,402.3959
67085,38.0,1.0,1.0,0.0,8.0,0.0,2756.0,6.0,5.0,1.0,172.0,2392.0,86.0,1.0,1182.797,632.4622
67086,38.0,1.0,1.0,0.0,8.0,0.0,2978.0,6.0,6.0,1.0,759.0,2804.0,86.0,1.0,965.2551,448.36597
67087,38.0,1.0,1.0,0.0,8.0,0.0,3482.0,6.0,7.0,1.0,172.0,3228.0,86.0,1.0,971.78546,327.65192
67088,38.0,1.0,1.0,0.0,8.0,0.0,3800.0,6.0,8.0,1.0,759.0,3530.0,86.0,1.0,764.4835,428.10193
67089,38.0,1.0,1.0,0.0,8.0,0.0,4078.0,6.0,9.0,1.0,172.0,3836.0,86.0,1.0,918.0352,384.1429
67090,38.0,1.0,1.0,0.0,8.0,0.0,4346.0,6.0,10.0,1.0,759.0,4108.0,86.0,1.0,789.1314,354.4067
67091,38.0,1.0,1.0,0.0,8.0,0.0,5172.0,6.0,11.0,1.0,172.0,4360.0,86.0,1.0,831.2913,345.74292
67137,38.0,1.0,1.0,0.0,8.0,0.0,794.0,40.0,1.0,1.0,841.0,394.0,93.0,1.0,1172.5695,430.10214
67138,38.0,1.0,1.0,0.0,8.0,0.0,1020.0,40.0,2.0,1.0,384.0,848.0,93.0,1.0,1194.3793,737.0346
67139,38.0,1.0,1.0,0.0,8.0,0.0,1324.0,40.0,3.0,1.0,841.0,1096.0,93.0,1.0,486.45886,287.8043
67140,38.0,1.0,1.0,0.0,8.0,0.0,1604.0,40.0,4.0,1.0,384.0,1370.0,93.0,1.0,231.30972,117.53378
67141,38.0,1.0,1.0,0.0,8.0,0.0,1924.0,40.0,5.0,1.0,841.0,1632.0,93.0,1.0,347.31882,128.9169
67142,38.0,1.0,1.0,0.0,8.0,0.0,2256.0,40.0,6.0,1.0,384.0,1942.0,93.0,1.0,306.45212,127.60726
67143,38.0,1.0,1.0,0.0,8.0,0.0,2474.0,40.0,7.0,1.0,841.0,2268.0,93.0,1.0,331.03384,132.66734
67144,38.0,1.0,1.0,0.0,8.0,0.0,2806.0,40.0,8.0,1.0,384.0,2522.0,93.0,1.0,688.70233,385.9705
67145,38.0,1.0,1.0,0.0,8.0,0.0,2968.0,40.0,9.0,1.0,841.0,2858.0,93.0,1.0,1151.7882,391.13855
67146,38.0,1.0,1.0,0.0,8.0,0.0,3330.0,40.0,10.0,1.0,384.0,3064.0,93.0,1.0,189.64023,128.01727
67147,38.0,1.0,1.0,0.0,8.0,0.0,3584.0,40.0,11.0,1.0,841.0,3394.0,93.0,1.0,971.8613,522.10516
67148,38.0,1.0,1.0,0.0,8.0,0.0,3792.0,40.0,12.0,1.0,384.0,3624.0,93.0,1.0,1242.461,777.71234
67149,38.0,1.0,1.0,0.0,8.0,0.0,4052.0,40.0,13.0,1.0,841.0,3848.0,93.0,1.0,630.65906,707.39215
67150,38.0,1.0,1.0,0.0,8.0,0.0,4598.0,40.0,14.0,1.0,384.0,4108.0,93.0,1.0,1246.6489,791.8527
67151,38.0,1.0,1.0,0.0,8.0,0.0,4922.0,40.0,15.0,1.0,841.0,4660.0,93.0,1.0,437.1236,822.47217
67152,38.0,1.0,1.0,0.0,8.0,0.0,5202.0,40.0,16.0,1.0,384.0,4988.0,93.0,1.0,1206.4437,827.0808
67173,38.0,1.0,1.0,0.0,8.0,0.0,344.0,15.0,1.0,1.0,728.0,202.0,96.0,1.0,638.43243,424.10187
67174,38.0,1.0,1.0,0.0,8.0,0.0,656.0,15.0,2.0,1.0,950.0,394.0,96.0,1.0,322.65378,227.4088
67175,38.0,1.0,1.0,0.0,8.0,0.0,902.0,15.0,3.0,1.0,728.0,692.0,96.0,1.0,516.008,241.45352
67176,38.0,1.0,1.0,0.0,8.0,0.0,1432.0,15.0,4.0,1.0,950.0,944.0,96.0,1.0,268.09702,234.44081
67177,38.0,1.0,1.0,0.0,8.0,0.0,1566.0,15.0,5.0,1.0,728.0,1452.0,96.0,1.0,218.30495,234.39677
67178,38.0,1.0,1.0,0.0,8.0,0.0,1782.0,15.0,6.0,1.0,950.0,1606.0,96.0,1.0,468.7046,244.77426
67179,38.0,1.0,1.0,0.0,8.0,0.0,2250.0,15.0,7.0,1.0,728.0,1834.0,96.0,1.0,959.4302,386.58606
67180,38.0,1.0,1.0,0.0,8.0,0.0,2690.0,15.0,8.0,1.0,950.0,2270.0,96.0,1.0,924.5197,452.75455
67181,38.0,1.0,1.0,0.0,8.0,0.0,3068.0,15.0,9.0,1.0,728.0,2742.0,96.0,1.0,485.41916,584.8703
67182,38.0,1.0,1.0,0.0,8.0,0.0,3370.0,15.0,10.0,1.0,950.0,3134.0,96.0,1.0,1233.9208,520.9425
67183,38.0,1.0,1.0,0.0,8.0,0.0,3608.0,15.0,11.0,1.0,728.0,3396.0,96.0,1.0,1185.095,399.6419
67184,38.0,1.0,1.0,0.0,8.0,0.0,4198.0,15.0,12.0,1.0,950.0,3634.0,96.0,1.0,1106.1035,365.72104
67185,38.0,1.0,1.0,0.0,8.0,0.0,4956.0,15.0,13.0,1.0,728.0,4220.0,96.0,1.0,1162.8416,334.18683
67186,38.0,1.0,1.0,0.0,8.0,0.0,5570.0,15.0,14.0,1.0,950.0,4976.0,96.0,1.0,1099.9036,303.244
67196,38.0,1.0,0.0,1.0,8.0,0.0,556.0,50.0,1.0,1.0,950.0,294.0,98.0,1.0,576.6865,508.69855
67197,38.0,1.0,0.0,1.0,8.0,0.0,1370.0,50.0,2.0,1.0,728.0,608.0,98.0,1.0,1103.6709,541.6389
67198,38.0,1.0,0.0,1.0,8.0,0.0,1944.0,50.0,3.0,1.0,950.0,1430.0,98.0,1.0,795.028,320.44598
67199,38.0,1.0,0.0,1.0,8.0,0.0,2332.0,50.0,4.0,1.0,728.0,1990.0,98.0,1.0,1146.485,343.48996
67200,38.0,1.0,0.0,1.0,8.0,0.0,2580.0,50.0,5.0,1.0,950.0,2390.0,98.0,1.0,655.62396,549.83203
67201,38.0,1.0,0.0,1.0,8.0,0.0,3106.0,50.0,6.0,1.0,728.0,2790.0,98.0,1.0,1105.5272,439.49054
67202,38.0,1.0,0.0,1.0,8.0,0.0,3374.0,50.0,7.0,1.0,950.0,3152.0,98.0,1.0,771.46204,380.76913
67203,38.0,1.0,0.0,1.0,8.0,0.0,3746.0,50.0,8.0,1.0,728.0,3396.0,98.0,1.0,758.06177,318.5371
67204,38.0,1.0,0.0,1.0,8.0,0.0,4106.0,50.0,9.0,1.0,950.0,3796.0,98.0,1.0,1098.3368,446.3849
67205,38.0,1.0,0.0,1.0,8.0,0.0,4452.0,50.0,10.0,1.0,728.0,4158.0,98.0,1.0,747.3986,431.60507
67206,38.0,1.0,0.0,1.0,8.0,0.0,4782.0,50.0,11.0,1.0,587.0,4490.0,98.0,1.0,906.3955,432.54996
67230,38.0,1.0,1.0,0.0,8.0,0.0,92.0,58.0,1.0,1.0,587.0,38.0,101.0,1.0,732.2148,513.7481
67231,38.0,1.0,1.0,0.0,8.0,0.0,364.0,58.0,2.0,1.0,636.0,310.0,101.0,1.0,694.3838,489.74048
67232,38.0,1.0,1.0,0.0,8.0,0.0,866.0,58.0,3.0,1.0,587.0,412.0,101.0,1.0,536.2665,262.44205
67233,38.0,1.0,1.0,0.0,8.0,0.0,1146.0,58.0,4.0,1.0,636.0,912.0,101.0,1.0,774.84924,241.99738
67234,38.0,1.0,1.0,0.0,8.0,0.0,1430.0,58.0,5.0,1.0,587.0,1202.0,101.0,1.0,935.2029,744.6234
67235,38.0,1.0,1.0,0.0,8.0,0.0,1722.0,58.0,6.0,1.0,636.0,1462.0,101.0,1.0,794.4974,862.1901
67236,38.0,1.0,1.0,0.0,8.0,0.0,1956.0,58.0,7.0,1.0,587.0,1780.0,101.0,1.0,776.11053,355.5111
67237,38.0,1.0,1.0,0.0,8.0,0.0,2652.0,58.0,8.0,1.0,636.0,2000.0,101.0,1.0,569.2099,230.05449
67238,38.0,1.0,1.0,0.0,8.0,0.0,2952.0,58.0,9.0,1.0,1004.0,2708.0,101.0,1.0,895.67065,582.752
67239,38.0,1.0,1.0,0.0,8.0,0.0,3240.0,58.0,10.0,1.0,508.0,3000.0,101.0,1.0,677.3262,338.51184
67240,38.0,1.0,1.0,0.0,8.0,0.0,3534.0,58.0,11.0,1.0,1004.0,3280.0,101.0,1.0,597.0286,259.73322
67241,38.0,1.0,1.0,0.0,8.0,0.0,3806.0,58.0,12.0,1.0,508.0,3582.0,101.0,1.0,941.288,296.10025
67242,38.0,1.0,1.0,0.0,8.0,0.0,4128.0,58.0,13.0,1.0,1004.0,3856.0,101.0,1.0,1210.2179,206.70825
67243,38.0,1.0,1.0,0.0,8.0,0.0,4360.0,58.0,14.0,1.0,508.0,4188.0,101.0,1.0,628.97424,284.196
67244,38.0,1.0,1.0,0.0,8.0,0.0,4782.0,58.0,15.0,1.0,1004.0,4400.0,101.0,1.0,425.49692,222.62053
67245,38.0,1.0,1.0,0.0,8.0,0.0,4850.0,58.0,16.0,1.0,508.0,4818.0,101.0,1.0,599.16125,236.8125
67246,38.0,1.0,1.0,0.0,8.0,0.0,5168.0,58.0,17.0,1.0,1004.0,4878.0,101.0,1.0,779.4139,267.70612
67247,38.0,1.0,1.0,0.0,8.0,0.0,186.0,61.0,1.0,1.0,508.0,84.0,102.0,1.0,76.13177,509.02692
67248,38.0,1.0,1.0,0.0,8.0,0.0,850.0,61.0,2.0,1.0,1004.0,244.0,102.0,1.0,732.6704,436.27542
67249,38.0,1.0,1.0,0.0,8.0,0.0,1234.0,61.0,3.0,1.0,508.0,896.0,102.0,1.0,1025.4697,333.04755
67250,38.0,1.0,1.0,0.0,8.0,0.0,1578.0,61.0,4.0,1.0,1004.0,1290.0,102.0,1.0,541.1743,535.666
67251,38.0,1.0,1.0,0.0,8.0,0.0,2268.0,61.0,5.0,1.0,508.0,1640.0,102.0,1.0,1129.1804,434.30194
67252,38.0,1.0,1.0,0.0,8.0,0.0,2598.0,61.0,6.0,1.0,1004.0,2298.0,102.0,1.0,1012.3863,437.36142
67253,38.0,1.0,1.0,0.0,8.0,0.0,3088.0,61.0,7.0,1.0,508.0,2626.0,102.0,1.0,1117.7833,412.52475
67254,38.0,1.0,1.0,0.0,8.0,0.0,3778.0,61.0,8.0,1.0,1004.0,3408.0,102.0,1.0,586.7066,417.03152
67255,38.0,1.0,1.0,0.0,8.0,0.0,4346.0,61.0,9.0,1.0,508.0,3828.0,102.0,1.0,982.6007,328.92154
67256,38.0,1.0,1.0,0.0,8.0,0.0,4638.0,61.0,10.0,1.0,1004.0,4392.0,102.0,1.0,651.8331,447.92935
67257,38.0,1.0,1.0,0.0,8.0,0.0,5018.0,61.0,11.0,1.0,508.0,4686.0,102.0,1.0,1081.5264,404.67566
67274,38.0,1.0,1.0,0.0,8.0,0.0,400.0,43.0,1.0,1.0,1004.0,204.0,106.0,1.0,485.36502,491.01212
67275,38.0,1.0,1.0,0.0,8.0,0.0,678.0,43.0,2.0,1.0,508.0,440.0,106.0,1.0,670.6066,281.03998
67276,38.0,1.0,1.0,0.0,8.0,0.0,1074.0,43.0,3.0,1.0,1004.0,728.0,106.0,1.0,146.29665,359.9637
67277,38.0,1.0,1.0,0.0,8.0,0.0,1386.0,43.0,4.0,1.0,508.0,1146.0,106.0,1.0,959.2142,394.16522
67278,38.0,1.0,1.0,0.0,8.0,0.0,1620.0,43.0,5.0,1.0,1004.0,1420.0,106.0,1.0,1116.2681,383.73697
67279,38.0,1.0,1.0,0.0,8.0,0.0,1906.0,43.0,6.0,1.0,508.0,1666.0,106.0,1.0,1034.0409,185.61142
67280,38.0,1.0,1.0,0.0,8.0,0.0,2296.0,43.0,7.0,1.0,1004.0,2140.0,106.0,1.0,824.6146,394.71188
67281,38.0,1.0,1.0,0.0,8.0,0.0,2586.0,43.0,8.0,1.0,508.0,2336.0,106.0,1.0,578.184,427.11053
67282,38.0,1.0,1.0,0.0,8.0,0.0,2884.0,43.0,9.0,1.0,1004.0,2626.0,106.0,1.0,647.9504,657.78546
67283,38.0,1.0,1.0,0.0,8.0,0.0,3200.0,43.0,10.0,1.0,508.0,2944.0,106.0,1.0,1261.0739,787.0018
67284,38.0,1.0,1.0,0.0,8.0,0.0,3600.0,43.0,11.0,1.0,330.0,3404.0,106.0,1.0,680.0409,334.15372
67285,38.0,1.0,1.0,0.0,8.0,0.0,3858.0,43.0,12.0,1.0,752.0,3636.0,106.0,1.0,523.4243,254.6806
67286,38.0,1.0,1.0,0.0,8.0,0.0,4248.0,43.0,13.0,1.0,330.0,3912.0,106.0,1.0,1112.4559,216.24068
67287,38.0,1.0,1.0,0.0,8.0,0.0,4546.0,43.0,14.0,1.0,752.0,4314.0,106.0,1.0,572.5114,290.45154
67288,38.0,1.0,1.0,0.0,8.0,0.0,5078.0,43.0,15.0,1.0,330.0,4698.0,106.0,1.0,740.369,554.27216
67291,38.0,1.0,1.0,0.0,8.0,0.0,1246.0,62.0,1.0,1.0,752.0,638.0,108.0,1.0,1095.2639,425.2037
67292,38.0,1.0,1.0,0.0,8.0,0.0,1866.0,62.0,2.0,1.0,330.0,1444.0,108.0,1.0,809.16254,288.0307
67293,38.0,1.0,1.0,0.0,8.0,0.0,2114.0,62.0,3.0,1.0,752.0,1916.0,108.0,1.0,434.60846,398.10376
67294,38.0,1.0,1.0,0.0,8.0,0.0,2580.0,62.0,4.0,1.0,330.0,2174.0,108.0,1.0,1073.0934,500.72433
