,SUBJECTINDEX,age,answer,catch,category,dataset_nr,end,filenumber,fix,on_image,patchpos,start,trial,valid,mean_x,mean_y
15442,8.0,2.0,0.0,0.0,8.0,0.0,1086.0,44.0,5.0,1.0,414.0,1032.0,62.0,1.0,276.6919,345.0338
15443,8.0,2.0,0.0,0.0,8.0,0.0,1232.0,44.0,6.0,1.0,961.0,1108.0,62.0,1.0,349.67975,309.9481
15444,8.0,2.0,0.0,0.0,8.0,0.0,1590.0,44.0,7.0,1.0,414.0,1318.0,62.0,1.0,997.0427,582.89966
15445,8.0,2.0,0.0,0.0,8.0,0.0,1944.0,44.0,8.0,1.0,732.0,1618.0,62.0,1.0,974.612,675.7167
15446,8.0,2.0,0.0,0.0,8.0,0.0,2160.0,44.0,9.0,1.0,158.0,2002.0,62.0,1.0,642.054,626.58417
15447,8.0,2.0,0.0,0.0,8.0,0.0,2394.0,44.0,10.0,1.0,732.0,2214.0,62.0,1.0,607.03296,296.71347
15448,8.0,2.0,0.0,0.0,8.0,0.0,2646.0,44.0,11.0,1.0,158.0,2408.0,62.0,1.0,629.52844,258.77267
15449,8.0,2.0,0.0,0.0,8.0,0.0,2752.0,44.0,12.0,1.0,732.0,2672.0,62.0,1.0,733.1398,211.57681
15450,8.0,2.0,0.0,0.0,8.0,0.0,3012.0,44.0,13.0,1.0,158.0,2798.0,62.0,1.0,878.69403,365.6301
15451,8.0,2.0,0.0,0.0,8.0,0.0,3276.0,44.0,14.0,1.0,732.0,3056.0,62.0,1.0,864.1859,664.57806
15452,8.0,2.0,0.0,0.0,8.0,0.0,3578.0,44.0,15.0,1.0,158.0,3328.0,62.0,1.0,984.01465,383.0321
15453,8.0,2.0,0.0,0.0,8.0,0.0,3802.0,44.0,16.0,1.0,732.0,3600.0,62.0,1.0,1004.3131,314.49597
15454,8.0,2.0,0.0,0.0,8.0,0.0,4034.0,44.0,17.0,1.0,158.0,3826.0,62.0,1.0,1114.176,321.95383
15455,8.0,2.0,0.0,0.0,8.0,0.0,4254.0,44.0,18.0,1.0,732.0,4126.0,62.0,1.0,455.5659,297.03088
15456,8.0,2.0,0.0,0.0,8.0,0.0,4506.0,44.0,19.0,1.0,158.0,4282.0,62.0,1.0,347.94843,340.77417
15457,8.0,2.0,0.0,0.0,8.0,0.0,4808.0,44.0,20.0,1.0,732.0,4552.0,62.0,1.0,613.7452,340.49045
15458,8.0,2.0,0.0,0.0,8.0,0.0,5300.0,44.0,21.0,1.0,158.0,4846.0,62.0,1.0,644.0639,513.53156
15562,8.0,2.0,0.0,0.0,8.0,0.0,440.0,36.0,1.0,1.0,444.0,238.0,69.0,1.0,634.3392,501.55533
15563,8.0,2.0,0.0,0.0,8.0,0.0,666.0,36.0,2.0,1.0,887.0,462.0,69.0,1.0,652.835,583.58527
15564,8.0,2.0,0.0,0.0,8.0,0.0,912.0,36.0,3.0,1.0,444.0,842.0,69.0,1.0,705.1339,642.38214
15565,8.0,2.0,0.0,0.0,8.0,0.0,1252.0,36.0,4.0,1.0,887.0,936.0,69.0,1.0,798.18243,722.06604
15566,8.0,2.0,0.0,0.0,8.0,0.0,1610.0,36.0,5.0,1.0,444.0,1292.0,69.0,1.0,652.0507,585.54193
15567,8.0,2.0,0.0,0.0,8.0,0.0,1902.0,36.0,6.0,1.0,887.0,1636.0,69.0,1.0,757.1884,621.0425
15568,8.0,2.0,0.0,0.0,8.0,0.0,2700.0,36.0,7.0,1.0,444.0,1940.0,69.0,1.0,650.2664,551.9741
15569,8.0,2.0,0.0,0.0,8.0,0.0,3126.0,36.0,8.0,1.0,887.0,2722.0,69.0,1.0,735.6715,553.4169
15570,8.0,2.0,0.0,0.0,8.0,0.0,3294.0,36.0,9.0,1.0,444.0,3148.0,69.0,1.0,675.89575,497.9963
15571,8.0,2.0,0.0,0.0,8.0,0.0,3468.0,36.0,10.0,1.0,887.0,3340.0,69.0,1.0,854.51904,275.72556
15572,8.0,2.0,0.0,0.0,8.0,0.0,3672.0,36.0,11.0,1.0,444.0,3492.0,69.0,1.0,898.8521,204.49734
15573,8.0,2.0,0.0,0.0,8.0,0.0,4040.0,36.0,12.0,1.0,887.0,3832.0,69.0,1.0,698.80035,528.4691
15574,8.0,2.0,0.0,0.0,8.0,0.0,4386.0,36.0,13.0,1.0,444.0,4054.0,69.0,1.0,651.7972,547.3171
15575,8.0,2.0,0.0,0.0,8.0,0.0,4612.0,36.0,14.0,1.0,887.0,4402.0,69.0,1.0,689.0305,548.3735
15576,8.0,2.0,0.0,0.0,8.0,0.0,4808.0,36.0,15.0,1.0,444.0,4630.0,69.0,1.0,647.07544,521.2416
15577,8.0,2.0,0.0,0.0,8.0,0.0,4920.0,36.0,16.0,1.0,887.0,4828.0,69.0,1.0,679.7586,564.92
15578,8.0,2.0,0.0,0.0,8.0,0.0,5474.0,36.0,17.0,1.0,444.0,4956.0,69.0,1.0,822.61066,653.2809
15596,8.0,2.0,1.0,0.0,8.0,0.0,464.0,23.0,1.0,1.0,443.0,320.0,71.0,1.0,668.40546,554.8557
15597,8.0,2.0,1.0,0.0,8.0,0.0,742.0,23.0,2.0,1.0,164.0,514.0,71.0,1.0,445.63852,676.6496
15598,8.0,2.0,1.0,0.0,8.0,0.0,836.0,23.0,3.0,1.0,443.0,778.0,71.0,1.0,605.55164,555.24915
15599,8.0,2.0,1.0,0.0,8.0,0.0,1010.0,23.0,4.0,1.0,164.0,880.0,71.0,1.0,707.3829,264.18137
15600,8.0,2.0,1.0,0.0,8.0,0.0,1324.0,23.0,5.0,1.0,443.0,1032.0,71.0,1.0,754.01056,184.28575
15601,8.0,2.0,1.0,0.0,8.0,0.0,1556.0,23.0,6.0,1.0,164.0,1356.0,71.0,1.0,724.61566,309.75854
15602,8.0,2.0,1.0,0.0,8.0,0.0,1822.0,23.0,7.0,1.0,443.0,1602.0,71.0,1.0,844.5477,640.6788
15603,8.0,2.0,1.0,0.0,8.0,0.0,2078.0,23.0,8.0,1.0,164.0,1846.0,71.0,1.0,749.68524,649.8619
15604,8.0,2.0,1.0,0.0,8.0,0.0,2376.0,23.0,9.0,1.0,443.0,2136.0,71.0,1.0,372.41306,645.5045
15605,8.0,2.0,1.0,0.0,8.0,0.0,2606.0,23.0,10.0,1.0,164.0,2420.0,71.0,1.0,325.9469,377.79123
15606,8.0,2.0,1.0,0.0,8.0,0.0,2946.0,23.0,11.0,1.0,443.0,2630.0,71.0,1.0,391.31754,307.60352
15607,8.0,2.0,1.0,0.0,8.0,0.0,3332.0,23.0,12.0,1.0,164.0,3026.0,71.0,1.0,1073.0519,445.74878
15608,8.0,2.0,1.0,0.0,8.0,0.0,3590.0,23.0,13.0,1.0,443.0,3382.0,71.0,1.0,779.5858,440.31433
15609,8.0,2.0,1.0,0.0,8.0,0.0,4054.0,23.0,14.0,1.0,164.0,3646.0,71.0,1.0,1115.6052,496.9434
15610,8.0,2.0,1.0,0.0,8.0,0.0,4204.0,23.0,15.0,1.0,443.0,4078.0,71.0,1.0,1144.5304,412.31223
15611,8.0,2.0,1.0,0.0,8.0,0.0,4528.0,23.0,16.0,1.0,164.0,4278.0,71.0,1.0,536.68524,509.9858
15612,8.0,2.0,1.0,0.0,8.0,0.0,4754.0,23.0,17.0,1.0,443.0,4548.0,71.0,1.0,594.14,505.21222
15613,8.0,2.0,1.0,0.0,8.0,0.0,5216.0,23.0,18.0,1.0,164.0,4802.0,71.0,1.0,350.21375,475.66537
15841,8.0,2.0,1.0,0.0,8.0,0.0,338.0,19.0,1.0,1.0,745.0,262.0,86.0,1.0,578.12756,510.15866
15842,8.0,2.0,1.0,0.0,8.0,0.0,652.0,19.0,2.0,1.0,738.0,366.0,86.0,1.0,445.75797,501.3126
15843,8.0,2.0,1.0,0.0,8.0,0.0,834.0,19.0,3.0,1.0,753.0,686.0,86.0,1.0,390.95822,331.9151
15844,8.0,2.0,1.0,0.0,8.0,0.0,954.0,19.0,4.0,1.0,150.0,880.0,86.0,1.0,179.92921,174.31474
15845,8.0,2.0,1.0,0.0,8.0,0.0,1212.0,19.0,5.0,1.0,753.0,1008.0,86.0,1.0,487.64017,192.80788
15846,8.0,2.0,1.0,0.0,8.0,0.0,1332.0,19.0,6.0,1.0,150.0,1246.0,86.0,1.0,683.17114,211.53102
15847,8.0,2.0,1.0,0.0,8.0,0.0,2156.0,19.0,7.0,1.0,753.0,1974.0,86.0,1.0,674.17566,455.41217
15848,8.0,2.0,1.0,0.0,8.0,0.0,2500.0,19.0,8.0,1.0,150.0,2374.0,86.0,1.0,745.1289,522.93463
15849,8.0,2.0,1.0,0.0,8.0,0.0,2734.0,19.0,9.0,1.0,753.0,2530.0,86.0,1.0,682.1213,526.1936
15850,8.0,2.0,1.0,0.0,8.0,0.0,2844.0,19.0,10.0,1.0,150.0,2752.0,86.0,1.0,645.2604,507.49686
15851,8.0,2.0,1.0,0.0,8.0,0.0,3184.0,19.0,11.0,1.0,753.0,2872.0,86.0,1.0,564.68335,471.67023
15852,8.0,2.0,1.0,0.0,8.0,0.0,3452.0,19.0,12.0,1.0,150.0,3234.0,86.0,1.0,860.11554,505.4243
15853,8.0,2.0,1.0,0.0,8.0,0.0,3748.0,19.0,13.0,1.0,753.0,3464.0,86.0,1.0,885.297,515.0622
15854,8.0,2.0,1.0,0.0,8.0,0.0,3914.0,19.0,14.0,1.0,150.0,3778.0,86.0,1.0,817.5745,584.5654
15855,8.0,2.0,1.0,0.0,8.0,0.0,4310.0,19.0,15.0,1.0,753.0,3958.0,86.0,1.0,611.1456,584.86115
15856,8.0,2.0,1.0,0.0,8.0,0.0,4532.0,19.0,16.0,1.0,150.0,4334.0,86.0,1.0,658.3054,501.51474
15857,8.0,2.0,1.0,0.0,8.0,0.0,4750.0,19.0,17.0,1.0,753.0,4556.0,86.0,1.0,568.12195,462.52524
15858,8.0,2.0,1.0,0.0,8.0,0.0,5160.0,19.0,18.0,1.0,150.0,4780.0,86.0,1.0,586.1944,620.56555
15939,8.0,2.0,1.0,0.0,8.0,0.0,200.0,53.0,1.0,1.0,460.0,8.0,93.0,1.0,668.2386,599.47284
15940,8.0,2.0,1.0,0.0,8.0,0.0,512.0,53.0,2.0,1.0,814.0,246.0,93.0,1.0,522.2122,540.17816
15941,8.0,2.0,1.0,0.0,8.0,0.0,730.0,53.0,3.0,1.0,460.0,566.0,93.0,1.0,263.82166,580.3343
15942,8.0,2.0,1.0,0.0,8.0,0.0,896.0,53.0,4.0,1.0,814.0,792.0,93.0,1.0,578.6821,518.67786
15943,8.0,2.0,1.0,0.0,8.0,0.0,1110.0,53.0,5.0,1.0,460.0,924.0,93.0,1.0,620.85974,346.5999
15944,8.0,2.0,1.0,0.0,8.0,0.0,1408.0,53.0,6.0,1.0,814.0,1156.0,93.0,1.0,825.31946,275.9665
15945,8.0,2.0,1.0,0.0,8.0,0.0,1916.0,53.0,7.0,1.0,460.0,1462.0,93.0,1.0,538.7264,551.5015
15946,8.0,2.0,1.0,0.0,8.0,0.0,2126.0,53.0,8.0,1.0,814.0,1958.0,93.0,1.0,276.71472,588.11664
15947,8.0,2.0,1.0,0.0,8.0,0.0,2410.0,53.0,9.0,1.0,460.0,2188.0,93.0,1.0,602.2442,535.7093
15948,8.0,2.0,1.0,0.0,8.0,0.0,2486.0,53.0,10.0,1.0,814.0,2444.0,93.0,1.0,552.25684,458.56213
15949,8.0,2.0,1.0,0.0,8.0,0.0,2614.0,53.0,11.0,1.0,460.0,2504.0,93.0,1.0,555.26984,464.12155
15950,8.0,2.0,1.0,0.0,8.0,0.0,3094.0,53.0,12.0,1.0,814.0,2654.0,93.0,1.0,706.3054,308.8627
15951,8.0,2.0,1.0,0.0,8.0,0.0,3276.0,53.0,13.0,1.0,460.0,3154.0,93.0,1.0,534.82733,503.5633
15952,8.0,2.0,1.0,0.0,8.0,0.0,3450.0,53.0,14.0,1.0,814.0,3306.0,93.0,1.0,531.5872,492.29092
15953,8.0,2.0,1.0,0.0,8.0,0.0,3596.0,53.0,15.0,1.0,460.0,3472.0,93.0,1.0,546.05524,507.01428
15995,8.0,2.0,1.0,0.0,8.0,0.0,492.0,27.0,1.0,1.0,794.0,288.0,96.0,1.0,587.6529,621.7017
15996,8.0,2.0,1.0,0.0,8.0,0.0,654.0,27.0,2.0,1.0,252.0,524.0,96.0,1.0,559.1545,684.38965
15997,8.0,2.0,1.0,0.0,8.0,0.0,894.0,27.0,3.0,1.0,794.0,866.0,96.0,1.0,449.66983,453.88095
15998,8.0,2.0,1.0,0.0,8.0,0.0,1072.0,27.0,4.0,1.0,252.0,948.0,96.0,1.0,444.84418,445.72775
15999,8.0,2.0,1.0,0.0,8.0,0.0,1190.0,27.0,5.0,1.0,794.0,1120.0,96.0,1.0,455.7839,468.47925
16000,8.0,2.0,1.0,0.0,8.0,0.0,1294.0,27.0,6.0,1.0,252.0,1238.0,96.0,1.0,607.12054,371.3719
16001,8.0,2.0,1.0,0.0,8.0,0.0,1388.0,27.0,7.0,1.0,794.0,1340.0,96.0,1.0,625.128,396.9494
16002,8.0,2.0,1.0,0.0,8.0,0.0,1510.0,27.0,8.0,1.0,252.0,1488.0,96.0,1.0,686.35474,516.4024
16003,8.0,2.0,1.0,0.0,8.0,0.0,1664.0,27.0,9.0,1.0,794.0,1522.0,96.0,1.0,671.7599,538.099
16004,8.0,2.0,1.0,0.0,8.0,0.0,1774.0,27.0,10.0,1.0,252.0,1706.0,96.0,1.0,466.43994,629.1718
16005,8.0,2.0,1.0,0.0,8.0,0.0,1920.0,27.0,11.0,1.0,794.0,1810.0,96.0,1.0,468.65073,636.2426
16006,8.0,2.0,1.0,0.0,8.0,0.0,2096.0,27.0,12.0,1.0,252.0,1958.0,96.0,1.0,397.0357,687.3929
16007,8.0,2.0,1.0,0.0,8.0,0.0,2268.0,27.0,13.0,1.0,794.0,2108.0,96.0,1.0,390.2046,677.7558
16008,8.0,2.0,1.0,0.0,8.0,0.0,2324.0,27.0,14.0,1.0,252.0,2284.0,96.0,1.0,387.99,697.31335
16009,8.0,2.0,1.0,0.0,8.0,0.0,2442.0,27.0,15.0,1.0,794.0,2350.0,96.0,1.0,266.16278,659.2619
16010,8.0,2.0,1.0,0.0,8.0,0.0,2628.0,27.0,16.0,1.0,252.0,2492.0,96.0,1.0,473.09952,533.4771
16011,8.0,2.0,1.0,0.0,8.0,0.0,2688.0,27.0,17.0,1.0,794.0,2656.0,96.0,1.0,479.3,525.665
16012,8.0,2.0,1.0,0.0,8.0,0.0,2804.0,27.0,18.0,1.0,252.0,2704.0,96.0,1.0,466.39465,472.29468
16013,8.0,2.0,1.0,0.0,8.0,0.0,3054.0,27.0,19.0,1.0,794.0,3022.0,96.0,1.0,772.08875,325.2475
16014,8.0,2.0,1.0,0.0,8.0,0.0,3180.0,27.0,20.0,1.0,252.0,3090.0,96.0,1.0,713.3578,413.0317
16015,8.0,2.0,1.0,0.0,8.0,0.0,3338.0,27.0,21.0,1.0,794.0,3202.0,96.0,1.0,698.21735,423.78653
16016,8.0,2.0,1.0,0.0,8.0,0.0,3658.0,27.0,22.0,1.0,252.0,3392.0,96.0,1.0,487.0772,642.442
16017,8.0,2.0,1.0,0.0,8.0,0.0,4430.0,27.0,23.0,1.0,794.0,3684.0,96.0,1.0,476.83508,692.88745
16018,8.0,2.0,1.0,0.0,8.0,0.0,4738.0,27.0,24.0,1.0,252.0,4458.0,96.0,1.0,587.79926,632.09796
16019,8.0,2.0,1.0,0.0,8.0,0.0,4998.0,27.0,25.0,1.0,794.0,4754.0,96.0,1.0,633.57965,674.08026
16043,8.0,2.0,0.0,1.0,8.0,0.0,224.0,24.0,1.0,1.0,765.0,178.0,98.0,1.0,578.868,457.29037
16044,8.0,2.0,0.0,1.0,8.0,0.0,294.0,24.0,2.0,1.0,155.0,238.0,98.0,1.0,568.4161,451.6201
16045,8.0,2.0,0.0,1.0,8.0,0.0,356.0,24.0,3.0,1.0,765.0,310.0,98.0,1.0,546.1372,487.06024
16046,8.0,2.0,0.0,1.0,8.0,0.0,474.0,24.0,4.0,1.0,155.0,370.0,98.0,1.0,546.1783,481.7996
16047,8.0,2.0,0.0,1.0,8.0,0.0,648.0,24.0,5.0,1.0,765.0,576.0,98.0,1.0,862.15,530.3839
16048,8.0,2.0,0.0,1.0,8.0,0.0,1396.0,24.0,6.0,1.0,155.0,1364.0,98.0,1.0,808.65625,320.785
16049,8.0,2.0,0.0,1.0,8.0,0.0,1518.0,24.0,7.0,1.0,765.0,1488.0,98.0,1.0,913.10974,311.74167
16050,8.0,2.0,0.0,1.0,8.0,0.0,1692.0,24.0,8.0,1.0,155.0,1552.0,98.0,1.0,934.11414,302.19537
16051,8.0,2.0,0.0,1.0,8.0,0.0,1816.0,24.0,9.0,1.0,765.0,1722.0,98.0,1.0,900.99316,262.66016
16052,8.0,2.0,0.0,1.0,8.0,0.0,1854.0,24.0,10.0,1.0,155.0,1828.0,98.0,1.0,886.83215,254.18214
16053,8.0,2.0,0.0,1.0,8.0,0.0,1960.0,24.0,11.0,1.0,765.0,1930.0,98.0,1.0,833.7,217.94722
16054,8.0,2.0,0.0,1.0,8.0,0.0,2022.0,24.0,12.0,1.0,155.0,2000.0,98.0,1.0,790.61426,213.20952
16055,8.0,2.0,0.0,1.0,8.0,0.0,2122.0,24.0,13.0,1.0,765.0,2062.0,98.0,1.0,818.778,214.44707
16056,8.0,2.0,0.0,1.0,8.0,0.0,2186.0,24.0,14.0,1.0,155.0,2144.0,98.0,1.0,806.5447,211.70227
16057,8.0,2.0,0.0,1.0,8.0,0.0,2396.0,24.0,15.0,1.0,765.0,2252.0,98.0,1.0,950.0048,277.47104
16058,8.0,2.0,0.0,1.0,8.0,0.0,2522.0,24.0,16.0,1.0,155.0,2500.0,98.0,1.0,931.0619,272.2738
16059,8.0,2.0,0.0,1.0,8.0,0.0,2570.0,24.0,17.0,1.0,765.0,2548.0,98.0,1.0,942.39044,282.90237
16060,8.0,2.0,0.0,1.0,8.0,0.0,2614.0,24.0,18.0,1.0,155.0,2590.0,98.0,1.0,925.1229,275.3271
16061,8.0,2.0,0.0,1.0,8.0,0.0,2662.0,24.0,19.0,1.0,765.0,2638.0,98.0,1.0,942.58545,282.575
16062,8.0,2.0,0.0,1.0,8.0,0.0,3202.0,24.0,20.0,1.0,155.0,3118.0,98.0,1.0,910.7441,272.56046
16063,8.0,2.0,0.0,1.0,8.0,0.0,3358.0,24.0,21.0,1.0,765.0,3252.0,98.0,1.0,580.9253,359.35342
16064,8.0,2.0,0.0,1.0,8.0,0.0,3620.0,24.0,22.0,1.0,155.0,3518.0,98.0,1.0,556.3583,424.11496
16065,8.0,2.0,0.0,1.0,8.0,0.0,3726.0,24.0,23.0,1.0,765.0,3664.0,98.0,1.0,403.2489,552.64923
16066,8.0,2.0,0.0,1.0,8.0,0.0,3912.0,24.0,24.0,1.0,155.0,3762.0,98.0,1.0,429.53806,560.5215
16067,8.0,2.0,0.0,1.0,8.0,0.0,4018.0,24.0,25.0,1.0,765.0,3946.0,98.0,1.0,448.24167,515.4989
16068,8.0,2.0,0.0,1.0,8.0,0.0,4078.0,24.0,26.0,1.0,155.0,4034.0,98.0,1.0,454.54755,521.4713
16069,8.0,2.0,0.0,1.0,8.0,0.0,4176.0,24.0,27.0,1.0,765.0,4112.0,98.0,1.0,464.72638,541.1316
16070,8.0,2.0,0.0,1.0,8.0,0.0,4246.0,24.0,28.0,1.0,155.0,4196.0,98.0,1.0,452.3253,529.4742
16071,8.0,2.0,0.0,1.0,8.0,0.0,4340.0,24.0,29.0,1.0,765.0,4266.0,98.0,1.0,458.37473,529.4358
16072,8.0,2.0,0.0,1.0,8.0,0.0,4546.0,24.0,30.0,1.0,155.0,4388.0,98.0,1.0,333.65994,656.2681
16073,8.0,2.0,0.0,1.0,8.0,0.0,4866.0,24.0,31.0,1.0,808.0,4602.0,98.0,1.0,65.26332,767.63794
16074,8.0,2.0,0.0,1.0,8.0,0.0,5022.0,24.0,32.0,1.0,180.0,4888.0,98.0,1.0,114.87051,698.17456
16116,8.0,2.0,1.0,0.0,8.0,0.0,512.0,13.0,1.0,1.0,754.0,298.0,101.0,1.0,571.0063,527.32965
16117,8.0,2.0,1.0,0.0,8.0,0.0,810.0,13.0,2.0,1.0,1126.0,566.0,101.0,1.0,844.30286,558.09766
16118,8.0,2.0,1.0,0.0,8.0,0.0,1122.0,13.0,3.0,1.0,754.0,842.0,101.0,1.0,834.5763,362.88873
16119,8.0,2.0,1.0,0.0,8.0,0.0,1428.0,13.0,4.0,1.0,1126.0,1200.0,101.0,1.0,349.75012,560.1616
16120,8.0,2.0,1.0,0.0,8.0,0.0,1964.0,13.0,5.0,1.0,754.0,1502.0,101.0,1.0,814.1405,477.65466
16121,8.0,2.0,1.0,0.0,8.0,0.0,2114.0,13.0,6.0,1.0,1126.0,1984.0,101.0,1.0,860.7448,476.32104
16122,8.0,2.0,1.0,0.0,8.0,0.0,2202.0,13.0,7.0,1.0,754.0,2166.0,101.0,1.0,1132.5323,574.8626
16123,8.0,2.0,1.0,0.0,8.0,0.0,2276.0,13.0,8.0,1.0,1126.0,2224.0,101.0,1.0,1138.1882,560.17334
16124,8.0,2.0,1.0,0.0,8.0,0.0,2566.0,13.0,9.0,1.0,754.0,2354.0,101.0,1.0,1148.8462,570.08563
16125,8.0,2.0,1.0,0.0,8.0,0.0,2832.0,13.0,10.0,1.0,1126.0,2668.0,101.0,1.0,344.1771,573.5664
16126,8.0,2.0,1.0,0.0,8.0,0.0,3018.0,13.0,11.0,1.0,754.0,2858.0,101.0,1.0,260.84744,626.5653
16127,8.0,2.0,1.0,0.0,8.0,0.0,3194.0,13.0,12.0,1.0,1126.0,3038.0,101.0,1.0,196.27261,640.23315
16128,8.0,2.0,1.0,0.0,8.0,0.0,3432.0,13.0,13.0,1.0,754.0,3248.0,101.0,1.0,480.95462,588.78296
16129,8.0,2.0,1.0,0.0,8.0,0.0,3690.0,13.0,14.0,1.0,1126.0,3472.0,101.0,1.0,318.4583,513.055
16130,8.0,2.0,1.0,0.0,8.0,0.0,3954.0,13.0,15.0,1.0,754.0,3708.0,101.0,1.0,297.7068,547.05884
16131,8.0,2.0,1.0,0.0,8.0,0.0,4168.0,13.0,16.0,1.0,1126.0,3996.0,101.0,1.0,493.6519,586.6868
16132,8.0,2.0,1.0,0.0,8.0,0.0,4432.0,13.0,17.0,1.0,754.0,4190.0,101.0,1.0,569.15936,598.231
16133,8.0,2.0,1.0,0.0,8.0,0.0,4644.0,13.0,18.0,1.0,1126.0,4496.0,101.0,1.0,858.852,607.453
16134,8.0,2.0,1.0,0.0,8.0,0.0,4936.0,13.0,19.0,1.0,754.0,4656.0,101.0,1.0,887.43,607.05524
16135,8.0,2.0,1.0,0.0,8.0,0.0,5078.0,13.0,20.0,1.0,1126.0,4956.0,101.0,1.0,893.7921,580.6824
16136,8.0,2.0,0.0,1.0,8.0,0.0,546.0,43.0,1.0,1.0,754.0,294.0,102.0,1.0,536.37573,578.6574
16137,8.0,2.0,0.0,1.0,8.0,0.0,732.0,43.0,2.0,1.0,1126.0,560.0,102.0,1.0,581.542,582.6688
16138,8.0,2.0,0.0,1.0,8.0,0.0,916.0,43.0,3.0,1.0,754.0,784.0,102.0,1.0,535.1216,338.05957
16139,8.0,2.0,0.0,1.0,8.0,0.0,1124.0,43.0,4.0,1.0,1126.0,996.0,102.0,1.0,1021.54144,412.5429
16140,8.0,2.0,0.0,1.0,8.0,0.0,1282.0,43.0,5.0,1.0,754.0,1144.0,102.0,1.0,1069.9052,421.27612
16141,8.0,2.0,0.0,1.0,8.0,0.0,1462.0,43.0,6.0,1.0,1126.0,1328.0,102.0,1.0,815.5443,301.32135
16142,8.0,2.0,0.0,1.0,8.0,0.0,1752.0,43.0,7.0,1.0,754.0,1490.0,102.0,1.0,701.4605,387.4302
16143,8.0,2.0,0.0,1.0,8.0,0.0,2134.0,43.0,8.0,1.0,1126.0,1808.0,102.0,1.0,937.74445,85.6009
16144,8.0,2.0,0.0,1.0,8.0,0.0,2360.0,43.0,9.0,1.0,754.0,2304.0,102.0,1.0,1060.0867,519.51697
16145,8.0,2.0,0.0,1.0,8.0,0.0,2580.0,43.0,10.0,1.0,1126.0,2416.0,102.0,1.0,1118.2231,662.24164
16146,8.0,2.0,0.0,1.0,8.0,0.0,2928.0,43.0,11.0,1.0,754.0,2672.0,102.0,1.0,525.4338,534.5279
16147,8.0,2.0,0.0,1.0,8.0,0.0,3146.0,43.0,12.0,1.0,1126.0,2952.0,102.0,1.0,439.95996,531.29553
16148,8.0,2.0,0.0,1.0,8.0,0.0,3572.0,43.0,13.0,1.0,754.0,3202.0,102.0,1.0,126.65357,387.59674
16149,8.0,2.0,0.0,1.0,8.0,0.0,3954.0,43.0,14.0,1.0,443.0,3592.0,102.0,1.0,158.03441,344.24216
16150,8.0,2.0,0.0,1.0,8.0,0.0,4286.0,43.0,15.0,1.0,608.0,3972.0,102.0,1.0,128.75966,369.75333
16151,8.0,2.0,0.0,1.0,8.0,0.0,4548.0,43.0,16.0,1.0,443.0,4316.0,102.0,1.0,30.950344,364.4046
16152,8.0,2.0,0.0,1.0,8.0,0.0,4782.0,43.0,17.0,1.0,608.0,4580.0,102.0,1.0,164.8164,334.29788
16153,8.0,2.0,0.0,1.0,8.0,0.0,5030.0,43.0,18.0,1.0,443.0,4832.0,102.0,1.0,485.67258,417.49963
16200,8.0,2.0,0.0,0.0,8.0,0.0,572.0,28.0,1.0,1.0,155.0,154.0,106.0,1.0,573.14154,505.1109
16201,8.0,2.0,0.0,0.0,8.0,0.0,812.0,28.0,2.0,1.0,113.0,616.0,106.0,1.0,616.2593,253.24178
16202,8.0,2.0,0.0,0.0,8.0,0.0,1036.0,28.0,3.0,1.0,155.0,876.0,106.0,1.0,152.19292,358.36584
16203,8.0,2.0,0.0,0.0,8.0,0.0,1302.0,28.0,4.0,1.0,113.0,1112.0,106.0,1.0,707.812,587.538
16204,8.0,2.0,0.0,0.0,8.0,0.0,1538.0,28.0,5.0,1.0,155.0,1354.0,106.0,1.0,542.0198,650.4957
16205,8.0,2.0,0.0,0.0,8.0,0.0,1714.0,28.0,6.0,1.0,113.0,1592.0,106.0,1.0,785.4256,639.19385
16206,8.0,2.0,0.0,0.0,8.0,0.0,1968.0,28.0,7.0,1.0,155.0,1744.0,106.0,1.0,827.676,530.4713
16207,8.0,2.0,0.0,0.0,8.0,0.0,2262.0,28.0,8.0,1.0,113.0,2060.0,106.0,1.0,126.82594,422.80527
16208,8.0,2.0,0.0,0.0,8.0,0.0,2548.0,28.0,9.0,1.0,155.0,2308.0,106.0,1.0,169.99062,623.356
16209,8.0,2.0,0.0,0.0,8.0,0.0,2790.0,28.0,10.0,1.0,113.0,2602.0,106.0,1.0,60.292923,304.5363
16210,8.0,2.0,0.0,0.0,8.0,0.0,3100.0,28.0,11.0,1.0,155.0,2808.0,106.0,1.0,100.491066,302.4876
16211,8.0,2.0,0.0,0.0,8.0,0.0,3430.0,28.0,12.0,1.0,113.0,3146.0,106.0,1.0,167.37357,150.55705
16212,8.0,2.0,0.0,0.0,8.0,0.0,3632.0,28.0,13.0,1.0,155.0,3504.0,106.0,1.0,730.6643,144.1726
16213,8.0,2.0,0.0,0.0,8.0,0.0,4102.0,28.0,14.0,1.0,113.0,3672.0,106.0,1.0,962.1149,101.2584
16214,8.0,2.0,0.0,0.0,8.0,0.0,4368.0,28.0,15.0,1.0,155.0,4150.0,106.0,1.0,671.4283,54.689903
16215,8.0,2.0,0.0,0.0,8.0,0.0,4622.0,28.0,16.0,1.0,113.0,4438.0,106.0,1.0,540.02954,517.3904
16216,8.0,2.0,0.0,0.0,8.0,0.0,4860.0,28.0,17.0,1.0,155.0,4682.0,106.0,1.0,151.51909,434.58112
